"Pre-campaign expenditure";"Pre-campaign visits";"Total number of visits";"Total spend";"52 Mosaic Groups";"Mosaic Bands";"Year Of Birth";"Age";"Response to campaign"
90.0;1.0;1.0;90.0;2.0;1.0;1944.0;50.0;"Non-responder"
66.0;2.0;2.0;66.0;8.0;2.0;1944.0;50.0;"Non-responder"
80.0;5.0;5.0;80.0;8.0;2.0;1944.0;50.0;"Non-responder"
70.0;1.0;1.0;70.0;39.0;9.0;1944.0;50.0;"Non-responder"
80.0;3.0;3.0;80.0;32.0;7.0;1944.0;50.0;"Non-responder"
55.0;1.0;3.0;164.0;15.0;4.0;1943.0;51.0;"Responder"
64.0;1.0;2.0;77.0;1.0;1.0;1943.0;51.0;"Responder"
102.0;6.0;7.0;106.0;47.0;11.0;1943.0;51.0;"Responder"
77.0;31.0;38.0;101.0;1.0;1.0;1943.0;51.0;"Responder"
59.0;3.0;3.0;59.0;39.0;9.0;1943.0;51.0;"Non-responder"
74.0;1.0;1.0;74.0;13.0;4.0;1943.0;51.0;"Non-responder"
286.0;6.0;6.0;286.0;9.0;3.0;1943.0;51.0;"Non-responder"
107.0;5.0;5.0;107.0;3.0;1.0;1943.0;51.0;"Non-responder"
97.0;5.0;5.0;97.0;5.0;1.0;1943.0;51.0;"Non-responder"
53.0;5.0;5.0;53.0;29.0;6.0;1943.0;51.0;"Non-responder"
52.0;3.0;3.0;52.0;24.0;6.0;1943.0;51.0;"Non-responder"
53.0;2.0;2.0;53.0;11.0;3.0;1943.0;51.0;"Non-responder"
64.0;3.0;3.0;64.0;42.0;10.0;1943.0;51.0;"Non-responder"
124.0;11.0;13.0;141.0;9.0;3.0;1943.0;51.0;"Responder"
141.0;5.0;9.0;212.0;9.0;3.0;1943.0;51.0;"Responder"
91.0;6.0;7.0;171.0;5.0;1.0;1943.0;51.0;"Responder"
55.0;3.0;5.0;64.0;6.0;2.0;1943.0;51.0;"Responder"
99.0;2.0;3.0;102.0;8.0;2.0;1943.0;51.0;"Responder"
58.0;2.0;4.0;106.0;10.0;3.0;1943.0;51.0;"Responder"
48.0;4.0;5.0;53.0;1.0;1.0;1943.0;51.0;"Responder"
65.0;5.0;6.0;77.0;3.0;1.0;1943.0;51.0;"Responder"
90.0;1.0;2.0;118.0;11.0;3.0;1943.0;51.0;"Responder"
121.0;6.0;8.0;134.0;14.0;4.0;1943.0;51.0;"Responder"
96.0;5.0;6.0;103.0;9.0;3.0;1943.0;51.0;"Responder"
87.0;4.0;12.0;454.0;47.0;11.0;1943.0;51.0;"Responder"
65.0;4.0;6.0;139.0;3.0;1.0;1943.0;51.0;"Responder"
65.0;3.0;5.0;92.0;31.0;7.0;1943.0;51.0;"Responder"
83.0;4.0;6.0;97.0;8.0;2.0;1943.0;51.0;"Responder"
76.0;4.0;4.0;76.0;9.0;3.0;1943.0;51.0;"Non-responder"
65.0;3.0;3.0;65.0;24.0;6.0;1943.0;51.0;"Non-responder"
67.0;5.0;5.0;67.0;31.0;7.0;1943.0;51.0;"Non-responder"
76.0;1.0;1.0;76.0;9.0;3.0;1943.0;51.0;"Non-responder"
0.0;0.0;0.0;0.0;29.0;6.0;1943.0;51.0;"Non-responder"
70.0;2.0;2.0;70.0;6.0;2.0;1943.0;51.0;"Non-responder"
70.0;5.0;5.0;70.0;3.0;1.0;1943.0;51.0;"Non-responder"
78.0;1.0;1.0;78.0;24.0;6.0;1943.0;51.0;"Non-responder"
93.0;2.0;2.0;93.0;3.0;1.0;1943.0;51.0;"Non-responder"
85.0;1.0;1.0;85.0;11.0;3.0;1943.0;51.0;"Non-responder"
56.0;3.0;3.0;56.0;39.0;9.0;1943.0;51.0;"Non-responder"
52.0;1.0;1.0;52.0;5.0;1.0;1943.0;51.0;"Non-responder"
91.0;6.0;6.0;91.0;6.0;2.0;1943.0;51.0;"Non-responder"
65.0;5.0;5.0;65.0;3.0;1.0;1943.0;51.0;"Non-responder"
0.0;0.0;1.0;13.0;10.0;3.0;1942.0;52.0;"Responder"
113.0;11.0;12.0;114.0;31.0;7.0;1942.0;52.0;"Responder"
91.0;6.0;9.0;102.0;4.0;1.0;1942.0;52.0;"Responder"
57.0;2.0;3.0;131.0;8.0;2.0;1942.0;52.0;"Responder"
70.0;6.0;9.0;92.0;50.0;11.0;1942.0;52.0;"Responder"
66.0;3.0;4.0;83.0;9.0;3.0;1942.0;52.0;"Responder"
33.0;5.0;5.0;33.0;16.0;4.0;1942.0;52.0;"Non-responder"
93.0;2.0;2.0;93.0;26.0;6.0;1942.0;52.0;"Non-responder"
93.0;5.0;5.0;93.0;13.0;4.0;1942.0;52.0;"Non-responder"
53.0;1.0;1.0;53.0;10.0;3.0;1942.0;52.0;"Non-responder"
56.0;2.0;2.0;56.0;43.0;10.0;1942.0;52.0;"Non-responder"
93.0;3.0;3.0;93.0;45.0;11.0;1942.0;52.0;"Non-responder"
95.0;1.0;1.0;95.0;37.0;9.0;1942.0;52.0;"Non-responder"
97.0;2.0;2.0;97.0;1.0;1.0;1942.0;52.0;"Non-responder"
63.0;1.0;1.0;63.0;9.0;3.0;1942.0;52.0;"Non-responder"
84.0;2.0;2.0;84.0;31.0;7.0;1942.0;52.0;"Non-responder"
142.0;11.0;12.0;149.0;48.0;11.0;1942.0;52.0;"Responder"
240.0;20.0;25.0;339.0;9.0;3.0;1942.0;52.0;"Responder"
508.0;27.0;29.0;514.0;9.0;3.0;1942.0;52.0;"Responder"
106.0;5.0;14.0;559.0;16.0;4.0;1942.0;52.0;"Responder"
31.0;4.0;5.0;39.0;10.0;3.0;1942.0;52.0;"Responder"
93.0;3.0;5.0;104.0;10.0;3.0;1942.0;52.0;"Responder"
90.0;8.0;11.0;107.0;31.0;7.0;1942.0;52.0;"Responder"
52.0;2.0;7.0;457.0;39.0;9.0;1942.0;52.0;"Responder"
92.0;2.0;7.0;130.0;51.0;12.0;1942.0;52.0;"Responder"
83.0;5.0;8.0;235.0;14.0;4.0;1942.0;52.0;"Responder"
75.0;5.0;10.0;231.0;5.0;1.0;1942.0;52.0;"Responder"
51.0;3.0;4.0;94.0;6.0;2.0;1942.0;52.0;"Responder"
60.0;7.0;11.0;135.0;9.0;3.0;1942.0;52.0;"Responder"
68.0;2.0;3.0;87.0;8.0;2.0;1942.0;52.0;"Responder"
76.0;4.0;5.0;79.0;11.0;3.0;1942.0;52.0;"Responder"
203.0;11.0;12.0;211.0;8.0;2.0;1942.0;52.0;"Responder"
97.0;6.0;7.0;101.0;8.0;2.0;1942.0;52.0;"Responder"
55.0;9.0;10.0;63.0;44.0;10.0;1942.0;52.0;"Responder"
175.0;7.0;7.0;175.0;3.0;1.0;1942.0;52.0;"Non-responder"
342.0;19.0;19.0;342.0;32.0;7.0;1942.0;52.0;"Non-responder"
50.0;1.0;1.0;50.0;8.0;2.0;1942.0;52.0;"Non-responder"
86.0;2.0;2.0;86.0;14.0;4.0;1942.0;52.0;"Non-responder"
60.0;2.0;2.0;60.0;36.0;8.0;1942.0;52.0;"Non-responder"
60.0;2.0;2.0;60.0;16.0;4.0;1942.0;52.0;"Non-responder"
52.0;3.0;3.0;52.0;13.0;4.0;1942.0;52.0;"Non-responder"
96.0;1.0;1.0;96.0;9.0;3.0;1942.0;52.0;"Non-responder"
92.0;1.0;1.0;92.0;3.0;1.0;1942.0;52.0;"Non-responder"
62.0;2.0;2.0;62.0;1.0;1.0;1942.0;52.0;"Non-responder"
55.0;3.0;3.0;55.0;12.0;3.0;1942.0;52.0;"Non-responder"
63.0;3.0;3.0;63.0;24.0;6.0;1942.0;52.0;"Non-responder"
60.0;1.0;1.0;60.0;34.0;8.0;1942.0;52.0;"Non-responder"
97.0;2.0;2.0;97.0;13.0;4.0;1942.0;52.0;"Non-responder"
94.0;5.0;5.0;94.0;7.0;2.0;1942.0;52.0;"Non-responder"
90.0;1.0;1.0;90.0;15.0;4.0;1942.0;52.0;"Non-responder"
51.0;2.0;2.0;51.0;9.0;3.0;1942.0;52.0;"Non-responder"
78.0;4.0;4.0;78.0;32.0;7.0;1942.0;52.0;"Non-responder"
191.0;7.0;8.0;240.0;30.0;7.0;1941.0;53.0;"Responder"
57.0;6.0;7.0;117.0;9.0;3.0;1941.0;53.0;"Responder"
78.0;9.0;13.0;98.0;11.0;3.0;1941.0;53.0;"Responder"
63.0;2.0;2.0;63.0;8.0;2.0;1941.0;53.0;"Non-responder"
40.0;5.0;5.0;40.0;11.0;3.0;1941.0;53.0;"Non-responder"
60.0;1.0;1.0;60.0;7.0;2.0;1941.0;53.0;"Non-responder"
0.0;0.0;0.0;0.0;6.0;2.0;1941.0;53.0;"Non-responder"
71.0;1.0;1.0;71.0;4.0;1.0;1941.0;53.0;"Non-responder"
65.0;1.0;1.0;65.0;48.0;11.0;1941.0;53.0;"Non-responder"
91.0;4.0;4.0;91.0;14.0;4.0;1941.0;53.0;"Non-responder"
169.0;7.0;9.0;174.0;38.0;9.0;1941.0;53.0;"Responder"
491.0;30.0;32.0;504.0;10.0;3.0;1941.0;53.0;"Responder"
169.0;8.0;9.0;183.0;44.0;10.0;1941.0;53.0;"Responder"
60.0;6.0;8.0;68.0;24.0;6.0;1941.0;53.0;"Responder"
66.0;3.0;7.0;100.0;31.0;7.0;1941.0;53.0;"Responder"
116.0;12.0;15.0;187.0;5.0;1.0;1941.0;53.0;"Responder"
79.0;4.0;6.0;219.0;39.0;9.0;1941.0;53.0;"Responder"
81.0;11.0;18.0;137.0;39.0;9.0;1941.0;53.0;"Responder"
76.0;7.0;8.0;80.0;27.0;6.0;1941.0;53.0;"Responder"
63.0;1.0;1.0;63.0;11.0;3.0;1941.0;53.0;"Non-responder"
93.0;1.0;1.0;93.0;10.0;3.0;1941.0;53.0;"Non-responder"
75.0;1.0;1.0;75.0;30.0;7.0;1941.0;53.0;"Non-responder"
67.0;1.0;1.0;67.0;11.0;3.0;1941.0;53.0;"Non-responder"
83.0;5.0;5.0;83.0;10.0;3.0;1941.0;53.0;"Non-responder"
74.0;2.0;2.0;74.0;44.0;10.0;1941.0;53.0;"Non-responder"
0.0;0.0;0.0;0.0;13.0;4.0;1941.0;53.0;"Non-responder"
95.0;5.0;5.0;95.0;13.0;4.0;1941.0;53.0;"Non-responder"
97.0;2.0;2.0;97.0;30.0;7.0;1941.0;53.0;"Non-responder"
50.0;1.0;1.0;50.0;7.0;2.0;1941.0;53.0;"Non-responder"
70.0;2.0;2.0;70.0;9.0;3.0;1941.0;53.0;"Non-responder"
56.0;4.0;4.0;56.0;30.0;7.0;1941.0;53.0;"Non-responder"
57.0;8.0;8.0;57.0;44.0;10.0;1941.0;53.0;"Non-responder"
114.0;5.0;6.0;135.0;6.0;2.0;1940.0;54.0;"Responder"
107.0;7.0;9.0;124.0;7.0;2.0;1940.0;54.0;"Responder"
75.0;5.0;7.0;170.0;40.0;9.0;1940.0;54.0;"Responder"
221.0;4.0;9.0;295.0;1.0;1.0;1940.0;54.0;"Responder"
66.0;1.0;1.0;66.0;7.0;2.0;1940.0;54.0;"Non-responder"
61.0;1.0;1.0;61.0;30.0;7.0;1940.0;54.0;"Non-responder"
66.0;2.0;2.0;66.0;5.0;1.0;1940.0;54.0;"Non-responder"
58.0;1.0;1.0;58.0;2.0;1.0;1940.0;54.0;"Non-responder"
61.0;2.0;2.0;61.0;11.0;3.0;1940.0;54.0;"Non-responder"
82.0;1.0;1.0;82.0;5.0;1.0;1940.0;54.0;"Non-responder"
912.0;37.0;44.0;1048.0;10.0;3.0;1940.0;54.0;"Responder"
198.0;14.0;18.0;276.0;8.0;2.0;1940.0;54.0;"Responder"
364.0;28.0;34.0;445.0;6.0;2.0;1940.0;54.0;"Responder"
74.0;6.0;7.0;103.0;39.0;9.0;1940.0;54.0;"Responder"
468.0;16.0;25.0;939.0;1.0;1.0;1940.0;54.0;"Responder"
80.0;4.0;6.0;94.0;7.0;2.0;1940.0;54.0;"Responder"
94.0;5.0;11.0;124.0;31.0;7.0;1940.0;54.0;"Responder"
83.0;11.0;13.0;120.0;12.0;3.0;1940.0;54.0;"Responder"
71.0;2.0;4.0;93.0;4.0;1.0;1940.0;54.0;"Responder"
64.0;2.0;4.0;78.0;36.0;8.0;1940.0;54.0;"Responder"
36.0;3.0;4.0;63.0;9.0;3.0;1940.0;54.0;"Responder"
18.0;2.0;4.0;52.0;9.0;3.0;1940.0;54.0;"Responder"
302.0;10.0;10.0;302.0;2.0;1.0;1940.0;54.0;"Non-responder"
60.0;3.0;3.0;60.0;6.0;2.0;1940.0;54.0;"Non-responder"
101.0;6.0;6.0;101.0;44.0;10.0;1940.0;54.0;"Non-responder"
55.0;4.0;4.0;55.0;8.0;2.0;1940.0;54.0;"Non-responder"
80.0;3.0;3.0;80.0;3.0;1.0;1940.0;54.0;"Non-responder"
84.0;3.0;3.0;84.0;3.0;1.0;1940.0;54.0;"Non-responder"
98.0;1.0;1.0;98.0;9.0;3.0;1940.0;54.0;"Non-responder"
64.0;1.0;1.0;64.0;7.0;2.0;1940.0;54.0;"Non-responder"
56.0;2.0;2.0;56.0;3.0;1.0;1940.0;54.0;"Non-responder"
87.0;1.0;1.0;87.0;10.0;3.0;1940.0;54.0;"Non-responder"
63.0;2.0;2.0;63.0;10.0;3.0;1940.0;54.0;"Non-responder"
55.0;1.0;1.0;55.0;37.0;9.0;1940.0;54.0;"Non-responder"
94.0;1.0;1.0;94.0;6.0;2.0;1940.0;54.0;"Non-responder"
52.0;2.0;2.0;52.0;15.0;4.0;1940.0;54.0;"Non-responder"
52.0;6.0;6.0;52.0;31.0;7.0;1940.0;54.0;"Non-responder"
99.0;1.0;1.0;99.0;10.0;3.0;1940.0;54.0;"Non-responder"
61.0;1.0;1.0;61.0;8.0;2.0;1940.0;54.0;"Non-responder"
54.0;5.0;5.0;54.0;8.0;2.0;1940.0;54.0;"Non-responder"
50.0;3.0;3.0;50.0;32.0;7.0;1940.0;54.0;"Non-responder"
69.0;1.0;1.0;69.0;10.0;3.0;1940.0;54.0;"Non-responder"
53.0;2.0;4.0;68.0;9.0;3.0;1939.0;55.0;"Responder"
0.0;0.0;0.0;0.0;8.0;2.0;1939.0;55.0;"Non-responder"
60.0;1.0;1.0;60.0;6.0;2.0;1939.0;55.0;"Non-responder"
62.0;2.0;2.0;62.0;8.0;2.0;1939.0;55.0;"Non-responder"
51.0;2.0;2.0;51.0;13.0;4.0;1939.0;55.0;"Non-responder"
60.0;1.0;1.0;60.0;2.0;1.0;1939.0;55.0;"Non-responder"
55.0;3.0;3.0;55.0;1.0;1.0;1939.0;55.0;"Non-responder"
215.0;15.0;22.0;303.0;9.0;3.0;1939.0;55.0;"Responder"
419.0;30.0;33.0;463.0;50.0;11.0;1939.0;55.0;"Responder"
81.0;12.0;18.0;187.0;9.0;3.0;1939.0;55.0;"Responder"
95.0;11.0;14.0;125.0;3.0;1.0;1939.0;55.0;"Responder"
64.0;4.0;5.0;67.0;7.0;2.0;1939.0;55.0;"Responder"
97.0;4.0;7.0;179.0;8.0;2.0;1939.0;55.0;"Responder"
65.0;3.0;5.0;76.0;13.0;4.0;1939.0;55.0;"Responder"
82.0;3.0;3.0;82.0;10.0;3.0;1939.0;55.0;"Non-responder"
61.0;6.0;6.0;61.0;6.0;2.0;1939.0;55.0;"Non-responder"
98.0;10.0;10.0;98.0;14.0;4.0;1939.0;55.0;"Non-responder"
84.0;1.0;1.0;84.0;24.0;6.0;1939.0;55.0;"Non-responder"
79.0;6.0;6.0;79.0;34.0;8.0;1939.0;55.0;"Non-responder"
99.0;6.0;6.0;99.0;24.0;6.0;1939.0;55.0;"Non-responder"
67.0;3.0;3.0;67.0;44.0;10.0;1939.0;55.0;"Non-responder"
94.0;5.0;5.0;94.0;6.0;2.0;1939.0;55.0;"Non-responder"
82.0;1.0;1.0;82.0;31.0;7.0;1939.0;55.0;"Non-responder"
71.0;3.0;3.0;71.0;10.0;3.0;1939.0;55.0;"Non-responder"
95.0;3.0;5.0;126.0;10.0;3.0;1938.0;56.0;"Responder"
72.0;3.0;6.0;195.0;2.0;1.0;1938.0;56.0;"Responder"
20.0;4.0;5.0;24.0;39.0;9.0;1938.0;56.0;"Responder"
56.0;1.0;1.0;56.0;10.0;3.0;1938.0;56.0;"Non-responder"
107.0;4.0;4.0;107.0;29.0;6.0;1938.0;56.0;"Non-responder"
66.0;1.0;1.0;66.0;3.0;1.0;1938.0;56.0;"Non-responder"
92.0;4.0;4.0;92.0;20.0;5.0;1938.0;56.0;"Non-responder"
50.0;2.0;2.0;50.0;41.0;10.0;1938.0;56.0;"Non-responder"
55.0;3.0;3.0;55.0;7.0;2.0;1938.0;56.0;"Non-responder"
76.0;3.0;3.0;76.0;9.0;3.0;1938.0;56.0;"Non-responder"
119.0;10.0;14.0;140.0;31.0;7.0;1938.0;56.0;"Responder"
61.0;4.0;6.0;71.0;5.0;1.0;1938.0;56.0;"Responder"
73.0;4.0;5.0;74.0;10.0;3.0;1938.0;56.0;"Responder"
85.0;1.0;2.0;93.0;1.0;1.0;1938.0;56.0;"Responder"
65.0;2.0;6.0;97.0;32.0;7.0;1938.0;56.0;"Responder"
68.0;6.0;9.0;148.0;9.0;3.0;1938.0;56.0;"Responder"
63.0;2.0;5.0;78.0;44.0;10.0;1938.0;56.0;"Responder"
72.0;1.0;6.0;100.0;3.0;1.0;1938.0;56.0;"Responder"
101.0;5.0;12.0;153.0;10.0;3.0;1938.0;56.0;"Responder"
90.0;1.0;6.0;285.0;31.0;7.0;1938.0;56.0;"Responder"
68.0;2.0;3.0;82.0;6.0;2.0;1938.0;56.0;"Responder"
266.0;5.0;7.0;304.0;31.0;7.0;1938.0;56.0;"Responder"
96.0;1.0;1.0;96.0;5.0;1.0;1938.0;56.0;"Non-responder"
80.0;1.0;1.0;80.0;8.0;2.0;1938.0;56.0;"Non-responder"
76.0;3.0;3.0;76.0;10.0;3.0;1938.0;56.0;"Non-responder"
71.0;3.0;3.0;71.0;7.0;2.0;1938.0;56.0;"Non-responder"
62.0;1.0;1.0;62.0;8.0;2.0;1938.0;56.0;"Non-responder"
52.0;4.0;4.0;52.0;6.0;2.0;1938.0;56.0;"Non-responder"
55.0;2.0;2.0;55.0;10.0;3.0;1938.0;56.0;"Non-responder"
53.0;2.0;2.0;53.0;3.0;1.0;1938.0;56.0;"Non-responder"
59.0;6.0;6.0;59.0;3.0;1.0;1938.0;56.0;"Non-responder"
66.0;9.0;9.0;66.0;8.0;2.0;1938.0;56.0;"Non-responder"
94.0;4.0;4.0;94.0;33.0;8.0;1938.0;56.0;"Non-responder"
88.0;10.0;10.0;88.0;29.0;6.0;1938.0;56.0;"Non-responder"
63.0;5.0;5.0;63.0;4.0;1.0;1938.0;56.0;"Non-responder"
74.0;1.0;1.0;74.0;9.0;3.0;1938.0;56.0;"Non-responder"
70.0;4.0;4.0;70.0;11.0;3.0;1938.0;56.0;"Non-responder"
58.0;1.0;1.0;58.0;8.0;2.0;1938.0;56.0;"Non-responder"
78.0;1.0;1.0;78.0;8.0;2.0;1938.0;56.0;"Non-responder"
69.0;3.0;3.0;69.0;27.0;6.0;1938.0;56.0;"Non-responder"
51.0;3.0;3.0;51.0;1.0;1.0;1938.0;56.0;"Non-responder"
92.0;4.0;13.0;175.0;11.0;3.0;1937.0;57.0;"Responder"
164.0;25.0;33.0;269.0;9.0;3.0;1937.0;57.0;"Responder"
75.0;5.0;5.0;75.0;10.0;3.0;1937.0;57.0;"Non-responder"
72.0;1.0;1.0;72.0;10.0;3.0;1937.0;57.0;"Non-responder"
111.0;3.0;3.0;111.0;24.0;6.0;1937.0;57.0;"Non-responder"
60.0;1.0;1.0;60.0;11.0;3.0;1937.0;57.0;"Non-responder"
96.0;2.0;2.0;96.0;13.0;4.0;1937.0;57.0;"Non-responder"
57.0;1.0;1.0;57.0;2.0;1.0;1937.0;57.0;"Non-responder"
67.0;4.0;4.0;67.0;23.0;5.0;1937.0;57.0;"Non-responder"
56.0;3.0;3.0;56.0;3.0;1.0;1937.0;57.0;"Non-responder"
64.0;5.0;5.0;64.0;10.0;3.0;1937.0;57.0;"Non-responder"
75.0;4.0;6.0;102.0;6.0;2.0;1937.0;57.0;"Responder"
86.0;10.0;12.0;123.0;34.0;8.0;1937.0;57.0;"Responder"
86.0;7.0;8.0;90.0;5.0;1.0;1937.0;57.0;"Responder"
74.0;9.0;13.0;132.0;3.0;1.0;1937.0;57.0;"Responder"
72.0;11.0;13.0;82.0;9.0;3.0;1937.0;57.0;"Responder"
98.0;3.0;7.0;158.0;44.0;10.0;1937.0;57.0;"Responder"
93.0;4.0;5.0;98.0;6.0;2.0;1937.0;57.0;"Responder"
79.0;11.0;14.0;110.0;16.0;4.0;1937.0;57.0;"Responder"
80.0;1.0;3.0;177.0;9.0;3.0;1937.0;57.0;"Responder"
63.0;3.0;4.0;104.0;5.0;1.0;1937.0;57.0;"Responder"
94.0;5.0;6.0;116.0;3.0;1.0;1937.0;57.0;"Responder"
145.0;10.0;14.0;194.0;10.0;3.0;1937.0;57.0;"Responder"
84.0;4.0;4.0;84.0;40.0;9.0;1937.0;57.0;"Non-responder"
0.0;0.0;0.0;0.0;8.0;2.0;1937.0;57.0;"Non-responder"
82.0;3.0;3.0;82.0;30.0;7.0;1937.0;57.0;"Non-responder"
66.0;1.0;1.0;66.0;3.0;1.0;1937.0;57.0;"Non-responder"
40.0;1.0;1.0;40.0;8.0;2.0;1937.0;57.0;"Non-responder"
52.0;1.0;1.0;52.0;13.0;4.0;1937.0;57.0;"Non-responder"
55.0;1.0;1.0;55.0;27.0;6.0;1937.0;57.0;"Non-responder"
93.0;5.0;5.0;93.0;3.0;1.0;1937.0;57.0;"Non-responder"
91.0;4.0;4.0;91.0;36.0;8.0;1937.0;57.0;"Non-responder"
59.0;2.0;2.0;59.0;37.0;9.0;1937.0;57.0;"Non-responder"
83.0;6.0;6.0;83.0;4.0;1.0;1937.0;57.0;"Non-responder"
56.0;2.0;2.0;56.0;12.0;3.0;1937.0;57.0;"Non-responder"
112.0;4.0;4.0;112.0;16.0;4.0;1937.0;57.0;"Non-responder"
93.0;8.0;8.0;93.0;9.0;3.0;1937.0;57.0;"Non-responder"
60.0;1.0;1.0;60.0;37.0;9.0;1937.0;57.0;"Non-responder"
89.0;5.0;5.0;89.0;3.0;1.0;1937.0;57.0;"Non-responder"
63.0;2.0;2.0;63.0;8.0;2.0;1937.0;57.0;"Non-responder"
84.0;1.0;1.0;84.0;7.0;2.0;1937.0;57.0;"Non-responder"
52.0;1.0;1.0;52.0;47.0;11.0;1937.0;57.0;"Non-responder"
75.0;6.0;6.0;75.0;11.0;3.0;1937.0;57.0;"Non-responder"
99.0;3.0;4.0;105.0;16.0;4.0;1936.0;58.0;"Responder"
74.0;7.0;11.0;109.0;8.0;2.0;1936.0;58.0;"Responder"
90.0;3.0;3.0;90.0;1.0;1.0;1936.0;58.0;"Non-responder"
60.0;1.0;1.0;60.0;3.0;1.0;1936.0;58.0;"Non-responder"
87.0;2.0;2.0;87.0;39.0;9.0;1936.0;58.0;"Non-responder"
70.0;6.0;6.0;70.0;16.0;4.0;1936.0;58.0;"Non-responder"
64.0;3.0;3.0;64.0;3.0;1.0;1936.0;58.0;"Non-responder"
82.0;4.0;4.0;82.0;8.0;2.0;1936.0;58.0;"Non-responder"
55.0;2.0;2.0;55.0;20.0;5.0;1936.0;58.0;"Non-responder"
97.0;8.0;9.0;119.0;10.0;3.0;1936.0;58.0;"Responder"
66.0;5.0;7.0;106.0;1.0;1.0;1936.0;58.0;"Responder"
154.0;13.0;16.0;178.0;7.0;2.0;1936.0;58.0;"Responder"
81.0;10.0;11.0;95.0;7.0;2.0;1936.0;58.0;"Responder"
51.0;8.0;13.0;672.0;31.0;7.0;1936.0;58.0;"Responder"
177.0;5.0;8.0;212.0;44.0;10.0;1936.0;58.0;"Responder"
63.0;4.0;7.0;97.0;29.0;6.0;1936.0;58.0;"Responder"
72.0;2.0;2.0;72.0;8.0;2.0;1936.0;58.0;"Non-responder"
56.0;4.0;4.0;56.0;23.0;5.0;1936.0;58.0;"Non-responder"
70.0;4.0;4.0;70.0;13.0;4.0;1936.0;58.0;"Non-responder"
77.0;3.0;3.0;77.0;31.0;7.0;1936.0;58.0;"Non-responder"
53.0;4.0;4.0;53.0;31.0;7.0;1936.0;58.0;"Non-responder"
89.0;1.0;1.0;89.0;6.0;2.0;1936.0;58.0;"Non-responder"
58.0;3.0;3.0;58.0;8.0;2.0;1936.0;58.0;"Non-responder"
60.0;3.0;3.0;60.0;8.0;2.0;1936.0;58.0;"Non-responder"
42.0;2.0;2.0;42.0;6.0;2.0;1936.0;58.0;"Non-responder"
84.0;3.0;3.0;84.0;50.0;11.0;1936.0;58.0;"Non-responder"
73.0;8.0;8.0;73.0;13.0;4.0;1936.0;58.0;"Non-responder"
56.0;1.0;1.0;56.0;29.0;6.0;1936.0;58.0;"Non-responder"
60.0;4.0;4.0;60.0;8.0;2.0;1936.0;58.0;"Non-responder"
61.0;2.0;3.0;65.0;5.0;1.0;1935.0;59.0;"Responder"
80.0;1.0;1.0;80.0;4.0;1.0;1935.0;59.0;"Non-responder"
84.0;3.0;3.0;84.0;6.0;2.0;1935.0;59.0;"Non-responder"
50.0;6.0;6.0;50.0;3.0;1.0;1935.0;59.0;"Non-responder"
1065.0;69.0;78.0;1183.0;12.0;3.0;1935.0;59.0;"Responder"
87.0;6.0;11.0;165.0;3.0;1.0;1935.0;59.0;"Responder"
58.0;4.0;11.0;114.0;44.0;10.0;1935.0;59.0;"Responder"
96.0;12.0;14.0;141.0;14.0;4.0;1935.0;59.0;"Responder"
89.0;7.0;8.0;118.0;10.0;3.0;1935.0;59.0;"Responder"
211.0;6.0;8.0;225.0;29.0;6.0;1935.0;59.0;"Responder"
130.0;8.0;9.0;142.0;7.0;2.0;1935.0;59.0;"Responder"
57.0;3.0;5.0;85.0;7.0;2.0;1935.0;59.0;"Responder"
47.0;3.0;4.0;52.0;6.0;2.0;1935.0;59.0;"Responder"
117.0;5.0;7.0;201.0;9.0;3.0;1935.0;59.0;"Responder"
92.0;11.0;13.0;105.0;48.0;11.0;1935.0;59.0;"Responder"
81.0;1.0;1.0;81.0;8.0;2.0;1935.0;59.0;"Non-responder"
50.0;4.0;4.0;50.0;2.0;1.0;1935.0;59.0;"Non-responder"
60.0;6.0;6.0;60.0;10.0;3.0;1935.0;59.0;"Non-responder"
87.0;2.0;2.0;87.0;10.0;3.0;1935.0;59.0;"Non-responder"
74.0;10.0;10.0;74.0;16.0;4.0;1935.0;59.0;"Non-responder"
62.0;1.0;1.0;62.0;13.0;4.0;1935.0;59.0;"Non-responder"
89.0;3.0;3.0;89.0;9.0;3.0;1935.0;59.0;"Non-responder"
69.0;6.0;11.0;181.0;11.0;3.0;1934.0;60.0;"Responder"
0.0;0.0;0.0;0.0;4.0;1.0;1934.0;60.0;"Non-responder"
72.0;3.0;3.0;72.0;29.0;6.0;1934.0;60.0;"Non-responder"
73.0;2.0;2.0;73.0;32.0;7.0;1934.0;60.0;"Non-responder"
84.0;1.0;1.0;84.0;12.0;3.0;1934.0;60.0;"Non-responder"
370.0;11.0;12.0;404.0;15.0;4.0;1934.0;60.0;"Responder"
747.0;21.0;22.0;771.0;8.0;2.0;1934.0;60.0;"Responder"
73.0;6.0;8.0;89.0;30.0;7.0;1934.0;60.0;"Responder"
93.0;5.0;9.0;138.0;31.0;7.0;1934.0;60.0;"Responder"
134.0;8.0;10.0;164.0;1.0;1.0;1934.0;60.0;"Responder"
107.0;2.0;3.0;137.0;5.0;1.0;1934.0;60.0;"Responder"
41.0;4.0;6.0;59.0;41.0;10.0;1934.0;60.0;"Responder"
83.0;1.0;5.0;110.0;7.0;2.0;1934.0;60.0;"Responder"
101.0;6.0;7.0;108.0;5.0;1.0;1934.0;60.0;"Responder"
