"Pre-campaign expenditure","Pre-campaign visits","Pre-campaign spend category","Pre-campaign visits category","Total number of visits","Total spend","Post Code","52 Mosaic Groups","Mosaic Bands","Title","Gender","Year Of Birth","Age","Age category","Response to campaign"
59.0,1.0,"£50-£100","1 Visit",1.0,59.0,"PO22 6RS",7.0,2.0,"MRS","Female",1959.0,35.0,"26-35 years","Non-responder"
94.0,5.0,"£50-£100","5 Or More Visits",5.0,94.0,"LU 2 8EJ",9.0,3.0,"MRS","Female",1959.0,35.0,"26-35 years","Non-responder"
672.0,33.0,"Over £500","5 Or More Visits",43.0,844.0,"SG14 3SP",9.0,3.0,"Mr","Male",1959.0,35.0,"26-35 years","Responder"
526.0,26.0,"Over £500","5 Or More Visits",29.0,565.0,"OX11 8HE",29.0,6.0,"Mr","Male",1959.0,35.0,"26-35 years","Responder"
71.0,4.0,"£50-£100","4 Visits",5.0,91.0,"HU17 8TQ",3.0,1.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
102.0,8.0,"£100-£150","5 Or More Visits",12.0,280.0,"CM 1 5ST",2.0,1.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
67.0,2.0,"£50-£100","2 Visits",3.0,73.0,"SS 7 3ET",9.0,3.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
52.0,2.0,"£50-£100","2 Visits",3.0,70.0,"OX 2 7TD",16.0,4.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
56.0,2.0,"£50-£100","2 Visits",3.0,63.0,"PR 4 3AY",11.0,3.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
112.0,4.0,"£100-£150","4 Visits",6.0,146.0,"B 77 4HR",44.0,10.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
53.0,3.0,"£50-£100","3 Visits",7.0,102.0,"SY 3 5DN",43.0,10.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
58.0,1.0,"£50-£100","1 Visit",3.0,108.0,"ST15 8HZ",15.0,4.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
91.0,19.0,"£50-£100","5 Or More Visits",22.0,121.0,"SN 3 4HJ",43.0,10.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
81.0,1.0,"£50-£100","1 Visit",2.0,115.0,"PE 2 8BS",12.0,3.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
57.0,6.0,"£50-£100","5 Or More Visits",7.0,62.0,"PO 7 7RP",11.0,3.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
34.0,2.0,"Under £50","2 Visits",3.0,36.0,"CR 0 4AB",30.0,7.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
81.0,4.0,"£50-£100","4 Visits",8.0,129.0,"IP 2 0LD",2.0,1.0,"MR","Male",1959.0,35.0,"26-35 years","Responder"
58.0,4.0,"£50-£100","4 Visits",4.0,58.0,"B 26 1LP",10.0,3.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
177.0,11.0,"£150-£200","5 Or More Visits",11.0,177.0,"HA 8 0HN",24.0,6.0,"Mr","Male",1959.0,35.0,"26-35 years","Non-responder"
57.0,4.0,"£50-£100","4 Visits",4.0,57.0,"SS14 1JR",12.0,3.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
53.0,6.0,"£50-£100","5 Or More Visits",6.0,53.0,"NE12 8QF",18.0,5.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
82.0,5.0,"£50-£100","5 Or More Visits",5.0,82.0,"NG10 1DG",29.0,6.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
85.0,2.0,"£50-£100","2 Visits",2.0,85.0,"DE24 3EH",2.0,1.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
60.0,7.0,"£50-£100","5 Or More Visits",7.0,60.0,"LS12 4DZ",29.0,6.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
55.0,6.0,"£50-£100","5 Or More Visits",6.0,55.0,"B 77 3HR",9.0,3.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
95.0,2.0,"£50-£100","2 Visits",2.0,95.0,"SG 2 8QN",15.0,4.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
57.0,2.0,"£50-£100","2 Visits",2.0,57.0,"CV 5 6GN",29.0,6.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
60.0,3.0,"£50-£100","3 Visits",3.0,60.0,"GU25 4HB",8.0,2.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
85.0,1.0,"£50-£100","1 Visit",1.0,85.0,"B 76 8UL",9.0,3.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
83.0,4.0,"£50-£100","4 Visits",4.0,83.0,"L 22 9QX",30.0,7.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
66.0,3.0,"£50-£100","3 Visits",3.0,66.0,"WS15 2NQ",14.0,4.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
60.0,2.0,"£50-£100","2 Visits",2.0,60.0,"BH20 7NA",48.0,11.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
64.0,2.0,"£50-£100","2 Visits",2.0,64.0,"RG 1 6JX",7.0,2.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
58.0,2.0,"£50-£100","2 Visits",2.0,58.0,"N 21 3BN",1.0,1.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
69.0,2.0,"£50-£100","2 Visits",2.0,69.0,"WS11 2YQ",2.0,1.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
89.0,5.0,"£50-£100","5 Or More Visits",5.0,89.0,"PE 9 4BT",42.0,10.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
92.0,6.0,"£50-£100","5 Or More Visits",6.0,92.0,"SY11 2UD",44.0,10.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
82.0,2.0,"£50-£100","2 Visits",2.0,82.0,"SM 6 7BG",30.0,7.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
84.0,2.0,"£50-£100","2 Visits",2.0,84.0,"PL 1 3DD",25.0,6.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
55.0,3.0,"£50-£100","3 Visits",3.0,55.0,"LU 4 0YD",43.0,10.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
85.0,1.0,"£50-£100","1 Visit",1.0,85.0,"W  7 2JA",36.0,8.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
52.0,3.0,"£50-£100","3 Visits",3.0,52.0,"BD21 4UY",9.0,3.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
80.0,1.0,"£50-£100","1 Visit",1.0,80.0,"NN 3 1US",5.0,1.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
55.0,3.0,"£50-£100","3 Visits",3.0,55.0,"CW12 3RP",2.0,1.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
68.0,1.0,"£50-£100","1 Visit",1.0,68.0,"PO22 9DS",10.0,3.0,"MR","Male",1959.0,35.0,"26-35 years","Non-responder"
83.0,5.0,"£50-£100","5 Or More Visits",7.0,134.0,"CV21 2BH",29.0,6.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
51.0,2.0,"£50-£100","2 Visits",3.0,68.0,"WS10 8NJ",20.0,5.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
341.0,15.0,"£300-£500","5 Or More Visits",24.0,529.0,"TR 1 3SA",31.0,7.0,"Mrs","Female",1958.0,36.0,"36-45 years","Responder"
56.0,1.0,"£50-£100","1 Visit",2.0,108.0,"S 65 2TR",11.0,3.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
103.0,7.0,"£100-£150","5 Or More Visits",8.0,109.0,"SP10 1QA",14.0,4.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
119.0,6.0,"£100-£150","5 Or More Visits",7.0,126.0,"PL18 9RW",7.0,2.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
0.0,0.0,"Under £50","No Visits",2.0,2.0,"KT19 9EA",7.0,2.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
111.0,4.0,"£100-£150","4 Visits",7.0,169.0,"B 24 9DR",30.0,7.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
100.0,3.0,"£100-£150","3 Visits",6.0,104.0,"NW 6 7HA",24.0,6.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
96.0,4.0,"£50-£100","4 Visits",5.0,200.0,"TF 1 4QF",11.0,3.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
90.0,1.0,"£50-£100","1 Visit",2.0,190.0,"CT13 9NZ",7.0,2.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
102.0,9.0,"£100-£150","5 Or More Visits",14.0,135.0,"BD22 8QN",42.0,10.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
90.0,2.0,"£50-£100","2 Visits",4.0,139.0,"PO22 7NE",1.0,1.0,"MRS","Female",1958.0,36.0,"36-45 years","Responder"
60.0,2.0,"£50-£100","2 Visits",2.0,60.0,"CV21 3EB",26.0,6.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
79.0,4.0,"£50-£100","4 Visits",4.0,79.0,"TQ 5 9QT",39.0,9.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
62.0,1.0,"£50-£100","1 Visit",1.0,62.0,"SA 4 3EX",10.0,3.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
208.0,10.0,"£200-£300","5 Or More Visits",10.0,208.0,"CR 0 9LR",34.0,8.0,"Mrs","Female",1958.0,36.0,"36-45 years","Non-responder"
52.0,1.0,"£50-£100","1 Visit",1.0,52.0,"PR 9 7HD",8.0,2.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
82.0,5.0,"£50-£100","5 Or More Visits",5.0,82.0,"TW17 8BW",8.0,2.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
80.0,2.0,"£50-£100","2 Visits",2.0,80.0,"CM22 6LP",6.0,2.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
14.0,1.0,"Under £50","1 Visit",1.0,14.0,"SG 1 2RH",30.0,7.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
64.0,2.0,"£50-£100","2 Visits",2.0,64.0,"M 28 6YB",41.0,10.0,"MISS","Female",1958.0,36.0,"36-45 years","Non-responder"
55.0,2.0,"£50-£100","2 Visits",2.0,55.0,"SO 1 5HF",8.0,2.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
53.0,3.0,"£50-£100","3 Visits",3.0,53.0,"NR 6 5SN",8.0,2.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
85.0,1.0,"£50-£100","1 Visit",1.0,85.0,"HP23 5DN",44.0,10.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
55.0,3.0,"£50-£100","3 Visits",3.0,55.0,"NW 2 7RJ",34.0,8.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
72.0,4.0,"£50-£100","4 Visits",4.0,72.0,"NW 9 5RY",23.0,5.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
74.0,1.0,"£50-£100","1 Visit",1.0,74.0,"ST18 0QZ",2.0,1.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
94.0,2.0,"£50-£100","2 Visits",2.0,94.0,"TF11 8BP",13.0,4.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
93.0,1.0,"£50-£100","1 Visit",1.0,93.0,"CB 6 2DF",47.0,11.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
60.0,3.0,"£50-£100","3 Visits",3.0,60.0,"HA 6 1QH",8.0,2.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
88.0,2.0,"£50-£100","2 Visits",2.0,88.0,"TN18 4JT",45.0,11.0,"MISS","Female",1958.0,36.0,"36-45 years","Non-responder"
81.0,1.0,"£50-£100","1 Visit",1.0,81.0,"TN23 2AL",13.0,4.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
90.0,1.0,"£50-£100","1 Visit",1.0,90.0,"SW19 1QX",36.0,8.0,"MISS","Female",1958.0,36.0,"36-45 years","Non-responder"
70.0,3.0,"£50-£100","3 Visits",3.0,70.0,"N 14 7BN",7.0,2.0,"MRS","Female",1958.0,36.0,"36-45 years","Non-responder"
42.0,4.0,"Under £50","4 Visits",4.0,42.0,"CO 7 6XG",6.0,2.0,"MS","Female",1958.0,36.0,"36-45 years","Non-responder"
200.0,2.0,"£150-£200","2 Visits",5.0,444.0,"YO 3 3FB",44.0,10.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
80.0,1.0,"£50-£100","1 Visit",5.0,131.0,"SA61 2JE",32.0,7.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
539.0,26.0,"Over £500","5 Or More Visits",30.0,552.0,"SG 7 5AL",7.0,2.0,"Mr","Male",1958.0,36.0,"36-45 years","Responder"
107.0,5.0,"£100-£150","5 Or More Visits",6.0,112.0,"CM12 0UD",2.0,1.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
74.0,1.0,"£50-£100","1 Visit",2.0,117.0,"CM 3 5FW",43.0,10.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
53.0,1.0,"£50-£100","1 Visit",3.0,92.0,"CR 4 3DJ",29.0,6.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
156.0,10.0,"£150-£200","5 Or More Visits",12.0,163.0,"NE 5 2AD",39.0,9.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
90.0,1.0,"£50-£100","1 Visit",4.0,114.0,"SS 7 5PA",8.0,2.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
89.0,5.0,"£50-£100","5 Or More Visits",8.0,99.0,"OX16 7WP",43.0,10.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
62.0,1.0,"£50-£100","1 Visit",2.0,76.0,"CR 0 3QZ",29.0,6.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
65.0,2.0,"£50-£100","2 Visits",3.0,81.0,"RG15 8DX",39.0,9.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
85.0,4.0,"£50-£100","4 Visits",6.0,102.0,"WA 5 1XU",44.0,10.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
93.0,7.0,"£50-£100","5 Or More Visits",8.0,97.0,"TR 7 1SU",28.0,6.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
60.0,4.0,"£50-£100","4 Visits",5.0,90.0,"E  6 3DH",30.0,7.0,"MR","Male",1958.0,36.0,"36-45 years","Responder"
85.0,1.0,"£50-£100","1 Visit",1.0,85.0,"TN38 9RN",2.0,1.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
45.0,3.0,"Under £50","3 Visits",3.0,45.0,"CV21 4AU",10.0,3.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
80.0,4.0,"£50-£100","4 Visits",4.0,80.0,"RH19 2AX",4.0,1.0,"Mr","Male",1958.0,36.0,"36-45 years","Non-responder"
74.0,11.0,"£50-£100","5 Or More Visits",11.0,74.0,"BN 3 5QL",26.0,6.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
65.0,3.0,"£50-£100","3 Visits",3.0,65.0,"B 37 7DN",9.0,3.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
50.0,3.0,"£50-£100","3 Visits",3.0,50.0,"EN 5 5HJ",36.0,8.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
73.0,5.0,"£50-£100","5 Or More Visits",5.0,73.0,"SM 1 2JH",7.0,2.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
93.0,5.0,"£50-£100","5 Or More Visits",5.0,93.0,"BS10 6EL",31.0,7.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
66.0,2.0,"£50-£100","2 Visits",2.0,66.0,"SA72 6XD",28.0,6.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
78.0,2.0,"£50-£100","2 Visits",2.0,78.0,"SS 9 2AN",7.0,2.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
56.0,2.0,"£50-£100","2 Visits",2.0,56.0,"HU 7 4LS",20.0,5.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
88.0,3.0,"£50-£100","3 Visits",3.0,88.0,"LA 1 2SL",7.0,2.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
61.0,2.0,"£50-£100","2 Visits",2.0,61.0,"SO 5 5NN",29.0,6.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
81.0,1.0,"£50-£100","1 Visit",1.0,81.0,"BB11 4BP",12.0,3.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
54.0,3.0,"£50-£100","3 Visits",3.0,54.0,"L 23 9UE",8.0,2.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
66.0,2.0,"£50-£100","2 Visits",2.0,66.0,"SK11 9SL",5.0,1.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
67.0,2.0,"£50-£100","2 Visits",2.0,67.0,"KT 6 7PJ",24.0,6.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
31.0,3.0,"Under £50","3 Visits",3.0,31.0,"B 45 0EE",17.0,4.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
62.0,3.0,"£50-£100","3 Visits",3.0,62.0,"LE18 3SZ",43.0,10.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
85.0,3.0,"£50-£100","3 Visits",3.0,85.0,"CV11 6FU",2.0,1.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
84.0,1.0,"£50-£100","1 Visit",1.0,84.0,"WA 8 7PN",9.0,3.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
64.0,6.0,"£50-£100","5 Or More Visits",6.0,64.0,"NW 9 8AS",27.0,6.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
85.0,5.0,"£50-£100","5 Or More Visits",5.0,85.0,"KT 5 9JN",8.0,2.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
74.0,1.0,"£50-£100","1 Visit",1.0,74.0,"GU13 0LU",8.0,2.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
82.0,3.0,"£50-£100","3 Visits",3.0,82.0,"NE23 7HQ",11.0,3.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
80.0,1.0,"£50-£100","1 Visit",1.0,80.0,"M 28 4PU",5.0,1.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
51.0,1.0,"£50-£100","1 Visit",1.0,51.0,"NW11 0DJ",36.0,8.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
73.0,1.0,"£50-£100","1 Visit",1.0,73.0,"LN 4 1QR",6.0,2.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
80.0,1.0,"£50-£100","1 Visit",1.0,80.0,"CV13 0QJ",6.0,2.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
63.0,1.0,"£50-£100","1 Visit",1.0,63.0,"KT12 3HB",44.0,10.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
74.0,1.0,"£50-£100","1 Visit",1.0,74.0,"HD 7 6DH",12.0,3.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
51.0,1.0,"£50-£100","1 Visit",1.0,51.0,"BR 2 9JJ",40.0,9.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
60.0,10.0,"£50-£100","5 Or More Visits",10.0,60.0,"WS14 9DJ",3.0,1.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
80.0,2.0,"£50-£100","2 Visits",2.0,80.0,"NR29 3RL",44.0,10.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
62.0,1.0,"£50-£100","1 Visit",1.0,62.0,"PL 9 9AW",31.0,7.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
50.0,9.0,"£50-£100","5 Or More Visits",9.0,50.0,"B 79 7QR",11.0,3.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
54.0,1.0,"£50-£100","1 Visit",1.0,54.0,"LN 5 8TH",44.0,10.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
65.0,1.0,"£50-£100","1 Visit",1.0,65.0,"CO 2 8UR",44.0,10.0,"MR","Male",1958.0,36.0,"36-45 years","Non-responder"
55.0,4.0,"£50-£100","4 Visits",14.0,174.0,"CM 1 4YG",3.0,1.0,"MRS","Female",1957.0,37.0,"36-45 years","Responder"
56.0,2.0,"£50-£100","2 Visits",4.0,327.0,"CV12 0BS",9.0,3.0,"MRS","Female",1957.0,37.0,"36-45 years","Responder"
141.0,15.0,"£100-£150","5 Or More Visits",20.0,189.0,"PL 6 8QJ",14.0,4.0,"MS","Female",1957.0,37.0,"36-45 years","Responder"
94.0,4.0,"£50-£100","4 Visits",6.0,103.0,"PL 9 0DA",3.0,1.0,"MRS","Female",1957.0,37.0,"36-45 years","Responder"
53.0,4.0,"£50-£100","4 Visits",5.0,65.0,"WA 7 4SP",5.0,1.0,"MRS","Female",1957.0,37.0,"36-45 years","Responder"
90.0,5.0,"£50-£100","5 Or More Visits",5.0,90.0,"S 65 1LT",16.0,4.0,"MS","Female",1957.0,37.0,"36-45 years","Non-responder"
107.0,7.0,"£100-£150","5 Or More Visits",7.0,107.0,"SA 1 2NF",28.0,6.0,"MRS","Female",1957.0,37.0,"36-45 years","Non-responder"
89.0,4.0,"£50-£100","4 Visits",4.0,89.0,"SG12 8BJ",13.0,4.0,"MRS","Female",1957.0,37.0,"36-45 years","Non-responder"
0.0,0.0,"Under £50","No Visits",0.0,0.0,"PO 3 6LG",8.0,2.0,"MRS","Female",1957.0,37.0,"36-45 years","Non-responder"
71.0,6.0,"£50-£100","5 Or More Visits",6.0,71.0,"PO 2 8PJ",29.0,6.0,"MRS","Female",1957.0,37.0,"36-45 years","Non-responder"
69.0,1.0,"£50-£100","1 Visit",1.0,69.0,"PO14 3JL",5.0,1.0,"MRS","Female",1957.0,37.0,"36-45 years","Non-responder"
56.0,3.0,"£50-£100","3 Visits",3.0,56.0,"NN11 5ER",10.0,3.0,"MRS","Female",1957.0,37.0,"36-45 years","Non-responder"
61.0,5.0,"£50-£100","5 Or More Visits",5.0,61.0,"B 78 1BN",9.0,3.0,"MRS","Female",1957.0,37.0,"36-45 years","Non-responder"
101.0,4.0,"£100-£150","4 Visits",4.0,101.0,"SK 8 2JN",16.0,4.0,"MS","Female",1957.0,37.0,"36-45 years","Non-responder"
52.0,2.0,"£50-£100","2 Visits",2.0,52.0,"NE13 7JP",15.0,4.0,"MRS","Female",1957.0,37.0,"36-45 years","Non-responder"
55.0,2.0,"£50-£100","2 Visits",2.0,55.0,"WC1H 9QW",34.0,8.0,"MS","Female",1957.0,37.0,"36-45 years","Non-responder"
57.0,1.0,"£50-£100","1 Visit",1.0,57.0,"BL 0 9SG",9.0,3.0,"MRS","Female",1957.0,37.0,"36-45 years","Non-responder"
65.0,8.0,"£50-£100","5 Or More Visits",8.0,65.0,"CV 6 6GT",27.0,6.0,"MRS","Female",1957.0,37.0,"36-45 years","Non-responder"
53.0,2.0,"£50-£100","2 Visits",2.0,53.0,"WA10 6NB",13.0,4.0,"MISS","Female",1957.0,37.0,"36-45 years","Non-responder"
28.0,2.0,"Under £50","2 Visits",2.0,28.0,"BS19 2LG",3.0,1.0,"MRS","Female",1957.0,37.0,"36-45 years","Non-responder"
432.0,25.0,"£300-£500","5 Or More Visits",26.0,455.0,"SS13 2HS",6.0,2.0,"Mr","Male",1957.0,37.0,"36-45 years","Responder"
35.0,5.0,"Under £50","5 Or More Visits",7.0,251.0,"DN18 5LQ",10.0,3.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
94.0,1.0,"£50-£100","1 Visit",2.0,241.0,"YO12 7TA",29.0,6.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
53.0,4.0,"£50-£100","4 Visits",5.0,129.0,"MK43 8UD",41.0,10.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
55.0,3.0,"£50-£100","3 Visits",4.0,90.0,"PO 2 7EZ",17.0,4.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
81.0,5.0,"£50-£100","5 Or More Visits",8.0,102.0,"CF45 3TG",12.0,3.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
84.0,2.0,"£50-£100","2 Visits",3.0,89.0,"W  5 4ES",36.0,8.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
81.0,4.0,"£50-£100","4 Visits",5.0,152.0,"KT19 9PN",17.0,4.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
93.0,5.0,"£50-£100","5 Or More Visits",7.0,109.0,"E 18 1BW",32.0,7.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
80.0,5.0,"£50-£100","5 Or More Visits",6.0,84.0,"DN33 2DB",9.0,3.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
67.0,4.0,"£50-£100","4 Visits",5.0,70.0,"HP 3 0QN",3.0,1.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
106.0,4.0,"£100-£150","4 Visits",5.0,115.0,"ST19 5HX",2.0,1.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
332.0,8.0,"£300-£500","5 Or More Visits",11.0,348.0,"PL 4 9QE",29.0,6.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
78.0,2.0,"£50-£100","2 Visits",3.0,150.0,"TQ10 9PU",7.0,2.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
98.0,2.0,"£50-£100","2 Visits",5.0,120.0,"BD21 4YF",44.0,10.0,"MR","Male",1957.0,37.0,"36-45 years","Responder"
283.0,17.0,"£200-£300","5 Or More Visits",17.0,283.0,"SA72 6DL",32.0,7.0,"Mr","Male",1957.0,37.0,"36-45 years","Non-responder"
46.0,4.0,"Under £50","4 Visits",4.0,46.0,"TN31 6EN",6.0,2.0,"MR","Male",1957.0,37.0,"36-45 years","Non-responder"
69.0,6.0,"£50-£100","5 Or More Visits",6.0,69.0,"BN 6 8BP",8.0,2.0,"MR","Male",1957.0,37.0,"36-45 years","Non-responder"
67.0,3.0,"£50-£100","3 Visits",3.0,67.0,"DN17 3HZ",39.0,9.0,"MR","Male",1957.0,37.0,"36-45 years","Non-responder"
95.0,3.0,"£50-£100","3 Visits",3.0,95.0,"KT 6 7LT",7.0,2.0,"MR","Male",1957.0,37.0,"36-45 years","Non-responder"
77.0,3.0,"£50-£100","3 Visits",3.0,77.0,"GU25 4JG",3.0,1.0,"MR","Male",1957.0,37.0,"36-45 years","Non-responder"
55.0,1.0,"£50-£100","1 Visit",1.0,55.0,"N 10 3TS",4.0,1.0,"MR","Male",1957.0,37.0,"36-45 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"DE13 7AE",6.0,2.0,"MR","Male",1957.0,37.0,"36-45 years","Non-responder"
67.0,7.0,"£50-£100","5 Or More Visits",7.0,67.0,"OX10 6EQ",2.0,1.0,"MR","Male",1957.0,37.0,"36-45 years","Non-responder"
50.0,2.0,"£50-£100","2 Visits",2.0,50.0,"CM18 6DU",9.0,3.0,"MR","Male",1957.0,37.0,"36-45 years","Non-responder"
57.0,1.0,"£50-£100","1 Visit",1.0,57.0,"CH 2 1BU",8.0,2.0,"MR","Male",1957.0,37.0,"36-45 years","Non-responder"
66.0,1.0,"£50-£100","1 Visit",1.0,66.0,"BL 9 7JB",12.0,3.0,"MR","Male",1957.0,37.0,"36-45 years","Non-responder"
