Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade,Parental_Education,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Access_to_Resources,Peer_Study_Group,Health_Metrics
S00751,27,Female,6,Auditory,14,Yes,92,95,83,Yes,Medium,3,7,A,PhD,179976.15,23,60,18,True,True,Average
S00752,23,Female,37,Visual,7,Yes,73,87,84,Yes,High,22,7,A,Master's,104705.2,13,24,4,True,False,Poor
S00753,21,Male,21,Kinesthetic,15,Yes,81,63,96,No,High,2,9,C,Bachelor's,62815.0,18,23,18,False,False,Poor
S00754,21,Male,15,Auditory,14,No,60,69,94,Yes,Medium,8,10,C,Bachelor's,77884.0,20,61,19,False,True,Average
S00755,25,Male,21,Kinesthetic,2,Yes,56,56,75,Yes,Medium,11,10,C,Bachelor's,54944.0,18,71,20,True,True,Average
S00756,18,Other,19,Kinesthetic,16,No,85,57,81,Yes,High,4,10,C,Bachelor's,72462.0,19,81,20,False,False,Poor
S00757,21,Male,25,Kinesthetic,18,No,73,57,72,Yes,Low,4,6,C,Bachelor's,55833.0,17,105,17,True,False,Average
S00758,23,Female,44,Visual,20,Yes,63,51,78,No,Low,1,10,D,High School,41020.0,11,18,10,False,True,Excellent
S00759,20,Female,45,Auditory,20,Yes,59,63,72,Yes,Medium,18,8,C,Bachelor's,69259.0,10,10,6,False,True,Average
S00760,23,Male,39,Kinesthetic,4,No,65,83,64,No,High,25,4,B,Master's,101612.84999999999,12,165,4,True,False,Poor
S00761,27,Female,18,Kinesthetic,3,Yes,89,90,88,Yes,Medium,1,10,A,Master's,136187.59999999998,19,44,13,True,True,Average
S00762,18,Female,44,Visual,17,Yes,87,89,100,Yes,Low,22,7,A,Master's,120216.4,11,68,0,True,True,Average
S00763,19,Female,26,Visual,17,Yes,61,89,71,Yes,Medium,8,4,A,Master's,106422.15,17,95,9,True,True,Poor
S00764,19,Male,6,Auditory,1,Yes,93,54,59,Yes,Medium,1,6,D,High School,23680.0,23,147,28,False,True,Average
S00765,18,Female,42,Reading/Writing,14,Yes,56,73,89,Yes,Low,23,5,B,Master's,133592.05,11,99,5,True,False,Poor
S00766,23,Male,6,Auditory,18,No,50,79,54,Yes,Low,28,7,B,Master's,132861.8,23,33,22,True,False,Average
S00767,18,Female,15,Visual,1,No,61,62,51,No,Low,5,8,C,Bachelor's,61518.0,20,148,21,False,True,Excellent
S00768,29,Female,49,Auditory,0,Yes,92,63,90,Yes,Low,15,8,C,Bachelor's,79871.0,9,37,4,False,True,Excellent
S00769,27,Male,46,Reading/Writing,5,Yes,69,69,68,Yes,Low,20,6,C,Bachelor's,75065.0,10,123,4,False,True,Average
S00770,21,Male,18,Reading/Writing,9,Yes,84,65,80,Yes,Low,23,8,C,Bachelor's,61252.0,19,68,19,False,True,Excellent
S00771,26,Male,37,Visual,6,Yes,73,47,76,No,Medium,12,7,D,High School,25499.0,13,34,14,False,False,Average
S00772,24,Male,15,Kinesthetic,20,No,53,97,97,Yes,Low,6,10,A,Master's,119678.2,20,90,12,True,False,Excellent
S00773,21,Male,16,Reading/Writing,19,No,81,92,94,Yes,High,11,8,A,Master's,115364.54999999999,20,42,14,True,False,Poor
S00774,27,Male,46,Auditory,19,Yes,83,71,72,Yes,High,28,7,B,PhD,139254.65,10,12,4,False,True,Poor
S00775,18,Male,5,Reading/Writing,5,Yes,97,98,58,Yes,High,26,6,A,Master's,125199.34999999999,24,46,17,True,False,Poor
S00776,26,Female,43,Reading/Writing,3,No,95,80,55,Yes,Medium,1,5,B,PhD,202329.84999999998,11,175,3,True,False,Poor
S00777,27,Male,11,Auditory,14,Yes,89,65,76,No,Medium,29,5,C,Bachelor's,60154.0,22,27,22,False,True,Poor
S00778,26,Female,19,Visual,20,No,52,89,93,No,High,28,9,A,Master's,131809.55,19,75,12,False,False,Poor
S00779,22,Female,23,Kinesthetic,19,No,73,87,55,No,Medium,26,8,A,Master's,96068.7,18,94,11,True,False,Average
S00780,20,Female,37,Auditory,19,Yes,61,46,96,Yes,Medium,24,9,D,High School,22110.0,13,61,14,True,True,Average
S00781,23,Female,12,Kinesthetic,7,No,63,81,74,No,Medium,17,4,B,Master's,95923.79999999999,21,113,18,True,False,Poor
S00782,25,Male,35,Kinesthetic,20,No,88,62,55,Yes,Low,23,6,C,Bachelor's,79747.0,14,49,11,False,True,Average
S00783,24,Female,10,Visual,20,Yes,63,42,97,Yes,Low,2,9,D,High School,26253.0,22,75,29,False,False,Excellent
S00784,23,Other,20,Reading/Writing,18,No,78,64,93,Yes,Low,7,10,C,Bachelor's,56447.0,19,45,19,False,False,Excellent
S00785,24,Female,9,Reading/Writing,12,Yes,85,88,78,Yes,Low,7,10,A,Master's,133136.65,22,102,18,True,True,Excellent
S00786,28,Male,49,Kinesthetic,1,Yes,90,100,53,Yes,Low,11,9,A,Master's,129006.99999999999,9,28,0,True,False,Excellent
S00787,19,Male,21,Visual,9,Yes,59,80,79,No,Medium,25,6,B,Master's,101402.4,18,89,14,True,False,Average
S00788,25,Female,5,Visual,6,No,76,41,74,Yes,Medium,22,9,D,High School,23062.0,24,108,31,True,False,Average
S00789,27,Female,19,Auditory,15,No,74,68,88,Yes,Medium,29,6,C,Bachelor's,78802.0,19,32,18,True,False,Average
S00790,23,Female,31,Reading/Writing,10,No,85,49,61,No,Low,25,5,D,High School,41733.0,15,139,16,False,False,Poor
S00791,21,Female,9,Kinesthetic,12,No,78,68,74,Yes,Medium,22,4,C,Bachelor's,79495.0,22,55,23,False,False,Poor
S00792,28,Female,8,Reading/Writing,16,Yes,51,49,89,Yes,Medium,29,5,D,High School,43705.0,23,65,28,False,True,Poor
S00793,19,Male,39,Auditory,16,No,89,81,92,Yes,Medium,5,6,B,Master's,108737.09999999999,12,66,4,True,False,Average
S00794,21,Male,8,Kinesthetic,14,Yes,77,83,55,No,Low,6,6,B,Master's,98481.4,23,37,20,False,True,Average
S00795,23,Male,10,Auditory,18,Yes,56,93,58,No,Low,23,5,A,Master's,110345.95,22,76,16,True,True,Poor
S00796,25,Male,36,Reading/Writing,13,No,76,42,84,Yes,High,17,6,D,High School,22650.0,13,65,16,True,False,Poor
S00797,27,Male,5,Reading/Writing,12,Yes,55,73,81,No,Medium,7,9,B,PhD,190664.24999999997,24,27,23,False,True,Average
S00798,19,Male,23,Reading/Writing,5,Yes,90,54,81,Yes,Medium,23,8,D,High School,21152.0,18,108,19,False,True,Average
S00799,29,Female,13,Reading/Writing,7,Yes,92,48,68,No,Medium,25,5,D,High School,45923.0,21,58,26,False,True,Poor
S00800,22,Male,14,Auditory,10,Yes,79,56,100,Yes,Low,29,9,C,Bachelor's,76439.0,21,71,24,True,True,Excellent
S00801,22,Male,20,Auditory,2,Yes,67,66,96,Yes,High,23,10,C,Bachelor's,76933.0,19,96,18,False,True,Poor
S00802,26,Male,26,Reading/Writing,2,Yes,55,69,96,No,High,5,4,C,Bachelor's,70188.0,17,12,14,False,True,Poor
S00803,24,Female,25,Auditory,6,No,92,88,91,No,Medium,16,7,A,PhD,148164.84999999998,17,75,10,True,False,Average
S00804,21,Male,43,Kinesthetic,12,Yes,75,64,87,Yes,High,10,5,C,Bachelor's,50474.0,11,118,7,False,True,Poor
S00805,27,Female,30,Kinesthetic,16,Yes,55,63,84,Yes,Low,4,7,C,Bachelor's,53516.0,15,108,14,False,True,Average
S00806,27,Male,12,Kinesthetic,14,Yes,54,46,51,Yes,Medium,2,6,D,High School,40114.0,21,144,27,False,False,Average
S00807,26,Female,45,Auditory,0,No,88,80,72,Yes,Medium,5,7,B,PhD,188303.3,10,69,2,True,False,Average
S00808,23,Male,29,Reading/Writing,18,Yes,52,51,80,Yes,Medium,28,4,D,High School,44408.0,16,102,17,False,False,Poor
S00809,21,Female,19,Visual,2,Yes,100,79,58,Yes,Medium,28,10,B,PhD,206499.74999999997,19,102,15,True,True,Average
S00810,21,Male,40,Visual,9,No,71,93,50,Yes,High,24,8,A,Master's,104708.65,12,147,1,False,False,Poor
S00811,25,Male,15,Visual,6,No,89,43,58,No,High,13,9,D,High School,30073.0,20,51,26,False,False,Poor
S00812,19,Male,28,Auditory,12,Yes,99,97,76,Yes,High,19,4,A,PhD,168054.09999999998,16,107,6,True,False,Poor
S00813,23,Male,22,Reading/Writing,18,No,76,89,59,No,Low,15,7,A,Master's,114542.29999999999,18,135,11,True,False,Average
S00814,29,Male,43,Visual,8,No,67,87,67,Yes,High,17,4,A,Master's,132688.15,11,114,1,True,True,Poor
S00815,18,Male,17,Reading/Writing,1,Yes,90,51,64,Yes,Medium,26,6,D,High School,40390.0,20,174,23,True,False,Average
S00816,26,Male,43,Kinesthetic,4,Yes,73,88,76,Yes,Medium,14,4,A,PhD,192337.49999999997,11,68,1,True,True,Poor
S00817,22,Female,32,Auditory,5,No,61,74,96,No,Low,26,6,B,PhD,202939.34999999998,15,50,10,False,False,Average
S00818,22,Female,11,Kinesthetic,20,No,56,99,51,Yes,High,30,8,A,Master's,94278.15,22,124,14,True,False,Poor
S00819,19,Male,45,Auditory,10,No,51,64,69,Yes,High,10,9,C,Bachelor's,69350.0,10,73,6,False,True,Poor
S00820,23,Female,13,Kinesthetic,16,Yes,56,65,69,No,Low,10,10,C,Bachelor's,59468.0,21,19,21,False,True,Excellent
S00821,20,Female,33,Auditory,12,No,76,47,98,Yes,High,1,8,D,High School,48570.0,14,116,16,False,False,Poor
S00822,27,Female,30,Visual,16,No,100,58,51,No,Medium,10,8,C,Bachelor's,56711.0,15,34,15,False,True,Average
S00823,27,Male,26,Reading/Writing,20,No,82,87,97,Yes,Medium,13,10,A,Master's,102652.45,17,55,10,True,False,Average
S00824,24,Male,37,Auditory,19,Yes,57,95,85,Yes,Low,4,5,A,Master's,109344.29999999999,13,40,2,True,True,Poor
S00825,27,Male,15,Reading/Writing,16,Yes,86,88,92,No,Low,29,8,A,Master's,121932.2,20,79,15,True,True,Excellent
S00826,29,Male,18,Auditory,15,Yes,75,64,79,No,Low,24,5,C,Bachelor's,51967.0,19,94,20,True,False,Poor
S00827,29,Female,16,Visual,0,Yes,82,98,67,No,Low,17,7,A,Master's,119323.99999999999,20,150,12,True,True,Average
S00828,20,Female,49,Kinesthetic,15,Yes,92,83,89,Yes,Medium,19,9,B,PhD,173851.25,9,62,0,True,True,Average
S00829,19,Female,31,Kinesthetic,4,No,96,55,75,Yes,Medium,27,7,C,Bachelor's,56152.0,15,77,15,False,False,Average
S00830,20,Female,17,Visual,1,Yes,72,81,62,Yes,Medium,6,9,B,Master's,128371.04999999999,20,84,15,True,True,Average
S00831,22,Male,33,Reading/Writing,11,Yes,59,61,68,Yes,Medium,12,6,C,Bachelor's,64710.0,14,141,12,True,False,Average
S00832,24,Male,11,Auditory,10,Yes,51,62,88,No,High,20,4,C,Bachelor's,65867.0,22,118,23,False,False,Poor
S00833,25,Male,11,Reading/Writing,19,Yes,99,84,76,Yes,Medium,27,10,B,PhD,175168.0,22,106,18,True,False,Average
S00834,26,Female,47,Kinesthetic,1,Yes,53,74,96,Yes,Medium,24,9,B,Master's,117948.59999999999,10,13,2,True,True,Average
S00835,24,Female,31,Visual,7,Yes,99,63,96,Yes,Low,0,9,C,Bachelor's,78661.0,15,116,13,False,False,Excellent
S00836,21,Male,21,Kinesthetic,14,No,86,78,53,Yes,Low,28,10,B,Master's,123840.04999999999,18,90,14,True,False,Excellent
S00837,19,Male,45,Auditory,12,No,99,59,57,No,Medium,29,9,C,Bachelor's,53211.0,10,24,7,False,False,Average
S00838,25,Female,47,Visual,20,No,94,82,89,Yes,Low,0,10,B,PhD,195056.09999999998,10,22,0,True,False,Excellent
S00839,18,Female,6,Reading/Writing,6,Yes,65,40,95,No,High,20,5,D,High School,42472.0,23,16,32,False,False,Poor
S00840,19,Female,25,Reading/Writing,2,No,56,74,62,Yes,Low,22,9,B,Master's,92785.45,17,55,13,True,False,Excellent
S00841,28,Male,32,Auditory,17,Yes,89,90,89,Yes,Medium,7,10,A,PhD,154434.65,15,44,6,True,True,Average
S00842,24,Other,33,Visual,15,Yes,80,61,52,Yes,Medium,3,8,C,Bachelor's,62812.0,14,160,12,False,True,Average
S00843,28,Male,23,Kinesthetic,2,Yes,89,81,56,Yes,Low,2,4,B,Master's,94860.04999999999,18,63,12,True,True,Poor
S00844,26,Female,7,Reading/Writing,17,Yes,92,100,66,Yes,Medium,15,6,A,PhD,204915.05,23,43,16,True,True,Average
S00845,19,Female,12,Kinesthetic,19,No,95,98,88,No,High,16,4,A,PhD,192635.34999999998,21,104,14,True,False,Poor
S00846,26,Male,27,Auditory,13,Yes,100,61,92,Yes,High,18,10,C,Bachelor's,57112.0,16,20,15,False,True,Poor
S00847,21,Female,40,Visual,18,No,59,51,76,No,High,15,8,D,High School,26739.0,12,22,12,False,True,Poor
S00848,19,Male,26,Visual,14,No,94,99,67,Yes,Low,30,7,A,PhD,151489.5,17,22,7,True,True,Average
S00849,24,Male,48,Auditory,11,No,90,66,81,Yes,Medium,7,10,C,Bachelor's,55791.0,9,99,4,False,True,Average
S00850,29,Female,31,Auditory,4,No,89,97,89,No,Medium,18,6,A,Master's,92166.75,15,66,4,False,True,Average
S00851,29,Male,30,Visual,14,Yes,55,65,65,Yes,Medium,0,6,C,Bachelor's,69939.0,15,160,13,False,True,Average
S00852,21,Male,37,Kinesthetic,1,No,100,58,56,Yes,Medium,18,4,C,Bachelor's,53436.0,13,76,11,True,False,Poor
S00853,18,Male,34,Kinesthetic,7,No,100,74,100,No,High,20,7,B,PhD,150057.75,14,116,9,False,True,Poor
S00854,22,Female,38,Reading/Writing,14,Yes,79,92,95,Yes,Medium,28,4,A,Master's,123131.65,13,47,3,True,True,Poor
S00855,28,Male,26,Visual,4,Yes,98,62,88,Yes,Low,7,9,C,Bachelor's,74968.0,17,13,16,True,True,Excellent
S00856,25,Female,37,Auditory,4,Yes,93,63,60,No,Low,29,5,C,Bachelor's,57824.0,13,165,10,False,True,Poor
S00857,21,Female,45,Visual,6,Yes,76,86,52,Yes,High,30,7,A,Master's,113910.95,10,75,0,True,False,Poor
S00858,27,Female,46,Visual,14,No,85,59,69,Yes,Medium,24,6,C,Bachelor's,77068.0,10,100,7,False,False,Average
S00859,22,Male,21,Reading/Writing,6,No,67,50,67,No,Medium,10,7,D,High School,25006.0,18,147,21,False,False,Average
S00860,20,Female,14,Auditory,2,No,97,67,56,Yes,Low,24,10,C,Bachelor's,60739.0,21,138,21,False,False,Excellent
S00861,27,Male,34,Kinesthetic,9,No,73,84,81,Yes,Low,17,7,B,Master's,101655.4,14,42,7,True,False,Average
S00862,24,Female,22,Auditory,5,No,76,85,69,Yes,Low,8,4,A,PhD,211104.34999999998,18,63,12,True,False,Poor
S00863,28,Female,36,Kinesthetic,9,No,85,53,57,No,Medium,13,7,D,High School,39943.0,13,16,13,False,False,Average
S00864,27,Female,42,Visual,5,Yes,80,48,78,Yes,Medium,6,8,D,High School,49060.0,11,37,12,True,False,Average
S00865,25,Male,36,Kinesthetic,17,No,74,96,84,No,High,17,10,A,PhD,194282.15,13,86,3,False,False,Poor
S00866,22,Female,35,Reading/Writing,20,Yes,95,93,62,Yes,Low,19,5,A,Master's,96455.09999999999,14,75,3,True,True,Poor
S00867,24,Other,47,Auditory,1,No,73,94,71,Yes,Medium,15,10,A,Master's,120952.4,10,117,0,True,False,Average
S00868,23,Female,22,Visual,7,Yes,51,51,93,Yes,High,5,6,D,High School,47768.0,18,26,21,True,True,Poor
S00869,18,Female,26,Reading/Writing,15,Yes,52,80,57,Yes,Medium,22,5,B,Master's,117128.65,17,61,12,True,True,Poor
S00870,22,Female,46,Reading/Writing,8,No,98,80,67,Yes,High,9,9,B,PhD,180977.8,10,42,2,True,False,Poor
S00871,21,Male,27,Visual,17,Yes,95,99,81,No,Low,13,6,A,Master's,110851.95,16,93,6,True,True,Average
S00872,21,Male,44,Reading/Writing,18,No,87,64,86,Yes,Low,4,4,C,Bachelor's,57322.0,11,99,7,False,True,Poor
S00873,21,Female,8,Auditory,12,No,85,71,73,Yes,Medium,25,9,B,Master's,128395.2,23,30,23,True,False,Average
S00874,19,Male,19,Visual,8,No,84,44,100,No,Medium,24,4,D,High School,49604.0,19,25,24,False,False,Poor
S00875,28,Male,18,Auditory,17,Yes,87,69,81,Yes,Medium,17,9,C,Bachelor's,65501.0,19,36,18,False,True,Average
S00876,28,Female,13,Kinesthetic,5,Yes,87,57,60,Yes,Medium,12,8,C,Bachelor's,76380.0,21,132,23,True,True,Average
S00877,19,Female,20,Auditory,20,Yes,76,59,77,Yes,Low,13,7,C,Bachelor's,72271.0,19,18,20,False,False,Average
S00878,28,Male,29,Kinesthetic,5,Yes,90,59,96,No,High,15,5,C,Bachelor's,59840.0,16,40,15,True,False,Poor
S00879,27,Male,32,Visual,2,Yes,90,60,69,Yes,Low,20,4,C,Bachelor's,50568.0,15,58,14,True,True,Poor
S00880,24,Male,12,Reading/Writing,17,No,76,74,81,Yes,Medium,23,4,B,Master's,108052.84999999999,21,11,20,False,False,Poor
S00881,25,Female,48,Kinesthetic,12,No,74,53,60,Yes,Low,7,7,D,High School,44079.0,9,58,7,False,False,Average
S00882,21,Female,34,Kinesthetic,6,Yes,54,84,99,Yes,Medium,17,6,B,Master's,118375.24999999999,14,40,7,True,True,Average
S00883,24,Male,5,Visual,7,Yes,59,81,63,No,Low,24,10,B,Master's,95408.59999999999,24,37,21,True,True,Excellent
S00884,28,Male,44,Visual,10,Yes,56,41,93,No,Medium,4,7,D,High School,23705.0,11,54,12,False,True,Average
S00885,27,Male,30,Auditory,17,Yes,75,63,61,Yes,High,14,7,C,Bachelor's,70902.0,15,60,14,False,True,Poor
S00886,18,Male,49,Reading/Writing,18,No,96,58,80,Yes,Medium,27,4,C,Bachelor's,57298.0,9,87,5,True,False,Poor
S00887,26,Male,18,Auditory,8,Yes,72,48,98,Yes,Medium,4,6,D,High School,21001.0,19,101,24,True,True,Average
S00888,29,Male,20,Visual,17,No,69,52,58,Yes,Low,15,10,D,High School,49954.0,19,159,22,True,False,Excellent
S00889,26,Female,45,Kinesthetic,1,Yes,98,41,52,Yes,High,26,4,D,High School,46465.0,10,127,11,True,False,Poor
S00890,25,Male,46,Auditory,15,Yes,70,60,76,Yes,Medium,4,4,C,Bachelor's,56916.0,10,107,7,True,True,Poor
S00891,21,Female,7,Reading/Writing,15,No,76,82,58,No,Medium,15,10,B,Master's,110603.54999999999,23,174,20,True,False,Average
S00892,28,Female,21,Visual,3,No,85,69,86,Yes,Medium,0,8,C,Bachelor's,52686.0,18,37,16,True,False,Average
S00893,20,Female,35,Kinesthetic,3,No,72,94,100,Yes,Medium,6,10,A,Master's,101958.99999999999,14,34,3,True,False,Average
S00894,19,Female,36,Visual,16,No,67,77,63,Yes,Low,16,4,B,Master's,132485.75,13,73,7,True,False,Poor
S00895,20,Male,42,Reading/Writing,19,No,68,95,77,Yes,High,23,5,A,Master's,94124.04999999999,11,13,0,True,True,Poor
S00896,18,Female,11,Visual,13,Yes,86,41,94,Yes,Medium,14,10,D,High School,31541.0,22,73,28,True,True,Average
S00897,24,Female,33,Reading/Writing,10,No,92,61,87,Yes,Low,23,5,C,Bachelor's,79750.0,14,43,12,False,True,Poor
S00898,29,Male,7,Kinesthetic,19,Yes,75,99,94,Yes,Medium,10,10,A,PhD,180085.4,23,74,16,True,True,Average
S00899,22,Male,47,Auditory,13,No,60,94,80,Yes,Low,4,4,A,Master's,102305.15,10,16,0,True,False,Poor
S00900,26,Female,31,Visual,20,Yes,89,45,64,Yes,High,13,10,D,High School,28379.0,15,114,17,True,True,Poor
S00901,26,Male,44,Kinesthetic,9,Yes,83,69,78,Yes,Low,17,4,C,Bachelor's,75217.0,11,64,5,False,True,Poor
S00902,20,Other,38,Auditory,1,Yes,55,99,77,Yes,Medium,13,7,A,PhD,192038.49999999997,13,39,1,True,False,Average
S00903,25,Male,5,Visual,14,Yes,66,79,96,Yes,Medium,9,7,B,Master's,123133.95,24,11,22,True,True,Average
S00904,19,Male,39,Visual,20,No,92,82,65,Yes,Medium,16,6,B,Master's,104999.59999999999,12,168,4,False,False,Average
S00905,22,Male,45,Visual,5,No,69,72,74,No,Low,8,4,B,PhD,153606.65,10,80,4,True,False,Poor
S00906,19,Male,45,Auditory,19,No,59,54,75,Yes,Low,12,4,D,High School,44099.0,10,11,8,True,False,Poor
S00907,29,Female,49,Visual,13,Yes,100,98,59,Yes,Low,27,5,A,Master's,135682.75,9,162,0,True,True,Poor
S00908,25,Male,44,Auditory,3,Yes,59,61,56,Yes,Low,1,7,C,Bachelor's,61178.0,11,132,7,False,True,Average
S00909,28,Male,44,Reading/Writing,18,No,70,66,54,No,Medium,1,8,C,Bachelor's,57333.0,11,124,6,True,False,Average
S00910,19,Female,16,Kinesthetic,7,Yes,91,93,78,Yes,High,27,10,A,PhD,197013.4,20,56,13,True,False,Poor
S00911,18,Female,45,Kinesthetic,13,Yes,86,49,77,Yes,Low,3,7,D,High School,36315.0,10,59,9,False,False,Average
S00912,26,Other,34,Reading/Writing,1,No,51,86,72,Yes,Low,20,10,A,PhD,148703.05,14,14,6,True,True,Excellent
S00913,20,Male,16,Reading/Writing,1,Yes,77,59,71,No,High,24,10,C,Bachelor's,70209.0,20,113,22,True,True,Poor
S00914,25,Other,36,Kinesthetic,16,No,81,96,76,Yes,Medium,24,6,A,Master's,109136.15,13,78,3,True,True,Average
S00915,23,Male,35,Visual,17,Yes,58,66,67,Yes,Medium,19,5,C,Bachelor's,76926.0,14,112,10,True,True,Poor
S00916,27,Male,47,Auditory,4,No,81,66,52,Yes,Medium,15,10,C,Bachelor's,71552.0,10,63,4,False,False,Average
S00917,28,Female,17,Reading/Writing,5,No,77,49,66,Yes,Medium,12,6,D,High School,27493.0,20,126,23,True,False,Average
S00918,29,Male,13,Reading/Writing,9,No,95,91,96,Yes,High,24,10,A,Master's,106762.54999999999,21,104,15,True,True,Poor
S00919,28,Male,41,Reading/Writing,3,Yes,93,91,76,Yes,Low,7,5,A,PhD,212686.74999999997,12,72,1,True,True,Poor
S00920,25,Female,5,Reading/Writing,2,No,88,93,90,No,High,27,6,A,Master's,108336.9,24,16,18,True,False,Poor
S00921,24,Male,10,Auditory,17,No,96,98,67,No,Medium,1,7,A,Master's,99809.65,22,64,15,True,False,Average
S00922,27,Female,23,Kinesthetic,13,Yes,95,86,58,No,Medium,8,8,A,PhD,156198.75,18,168,11,True,False,Average
S00923,20,Male,28,Reading/Writing,0,No,85,68,76,Yes,Medium,8,5,C,Bachelor's,72270.0,16,14,14,True,False,Poor
S00924,19,Female,28,Auditory,17,Yes,87,64,62,No,Low,22,7,C,Bachelor's,55545.0,16,127,15,True,True,Average
S00925,19,Other,44,Visual,8,Yes,54,73,58,No,Low,5,4,B,Master's,94903.74999999999,11,111,4,True,True,Poor
S00926,20,Female,7,Kinesthetic,2,No,55,86,87,Yes,High,9,6,A,Master's,123277.7,23,27,19,True,False,Poor
S00927,23,Female,9,Visual,4,No,85,85,84,Yes,Low,11,4,A,Master's,124616.29999999999,22,33,18,True,False,Poor
S00928,29,Male,5,Auditory,6,Yes,94,41,59,Yes,Medium,5,6,D,High School,28467.0,24,103,31,False,False,Average
S00929,21,Female,10,Auditory,4,No,96,96,87,No,Medium,27,9,A,PhD,228033.49999999997,22,33,16,True,False,Average
S00930,22,Male,13,Auditory,2,No,70,86,50,Yes,Medium,15,6,A,Master's,100519.2,21,54,16,True,False,Average
S00931,28,Male,10,Kinesthetic,2,No,64,42,88,Yes,High,20,8,D,High School,48459.0,22,60,29,False,False,Poor
S00932,26,Male,42,Reading/Writing,15,No,82,42,56,No,High,5,5,D,High School,34846.0,11,96,13,False,False,Poor
S00933,25,Male,39,Visual,1,No,67,50,58,No,Medium,16,7,D,High School,41469.0,12,90,12,False,False,Average
S00934,28,Female,25,Visual,7,Yes,61,59,67,Yes,Low,3,8,C,Bachelor's,64833.0,17,49,17,False,True,Excellent
S00935,28,Female,43,Auditory,4,No,91,40,69,No,Low,22,9,D,High School,42153.0,11,121,13,True,True,Excellent
S00936,22,Male,40,Visual,18,Yes,89,56,76,Yes,Medium,19,5,C,Bachelor's,65459.0,12,46,11,False,True,Poor
S00937,21,Other,35,Kinesthetic,15,Yes,86,46,79,No,Low,13,7,D,High School,28285.0,14,91,15,False,True,Average
S00938,26,Female,18,Visual,4,No,92,71,91,Yes,Medium,11,7,B,PhD,226225.69999999998,19,114,18,True,False,Average
S00939,18,Female,42,Kinesthetic,4,Yes,84,43,58,No,Low,2,6,D,High School,21590.0,11,147,13,True,True,Average
S00940,25,Female,39,Auditory,14,Yes,61,49,64,No,Medium,20,8,D,High School,37238.0,12,96,12,False,True,Average
S00941,18,Female,6,Visual,6,Yes,97,63,68,Yes,Medium,20,4,C,Bachelor's,65510.0,23,33,26,False,True,Poor
S00942,23,Female,13,Auditory,13,No,99,75,57,Yes,Medium,23,7,B,Master's,94789.9,21,37,19,True,False,Average
S00943,27,Male,28,Visual,7,No,79,97,66,Yes,Medium,25,10,A,Master's,130323.74999999999,16,160,6,True,False,Average
S00944,29,Male,27,Visual,20,Yes,62,58,95,No,Low,30,10,C,Bachelor's,68602.0,16,42,16,False,False,Excellent
S00945,29,Female,39,Visual,1,No,77,93,98,Yes,High,22,7,A,PhD,166011.69999999998,12,67,1,True,False,Poor
S00946,21,Male,28,Visual,15,Yes,52,94,100,Yes,Medium,5,7,A,PhD,219989.24999999997,16,117,7,True,False,Average
S00947,28,Male,40,Reading/Writing,10,No,51,61,78,Yes,Low,6,4,C,Bachelor's,67364.0,12,94,9,False,False,Poor
S00948,26,Male,32,Visual,15,Yes,59,80,78,Yes,Medium,26,7,B,PhD,206835.55,15,16,9,False,True,Average
S00949,20,Female,18,Visual,0,Yes,55,59,59,Yes,Low,25,9,C,Bachelor's,56545.0,19,139,21,True,True,Excellent
S00950,29,Male,33,Auditory,15,No,63,94,83,No,Low,29,7,A,Master's,127505.09999999999,14,88,4,True,False,Average
S00951,23,Male,16,Visual,1,Yes,69,59,82,Yes,High,10,4,C,Bachelor's,63043.0,20,103,22,False,False,Poor
S00952,22,Male,6,Auditory,18,No,83,71,69,No,High,1,8,B,Master's,108443.84999999999,23,111,24,True,True,Poor
S00953,19,Female,9,Visual,4,No,100,97,86,Yes,Medium,1,5,A,PhD,184869.4,22,111,15,True,False,Poor
S00954,19,Male,47,Visual,18,No,59,100,63,No,Low,0,6,A,PhD,156585.15,10,22,0,False,True,Average
S00955,25,Male,42,Auditory,16,Yes,58,85,62,Yes,Low,26,7,A,PhD,210456.9,11,70,2,True,True,Average
